2023-05-14 02:55:53.423 | mainraceId | INFO  | 15544 | main | org.springframework.boot.StartupInfoLogger.logStarting(StartupInfoLogger.java:55) : Starting Application using Java 1.8.0_361 on LEIZ-PC with PID 15544 (I:\code\recommend-service\recommend-bootstrap\target\classes started by vipp in I:\code\recommend-service)
2023-05-14 02:55:53.429 | mainraceId | INFO  | 15544 | main | org.springframework.boot.SpringApplication.logStartupProfileInfo(SpringApplication.java:680) : No active profile set, falling back to 1 default profile: "default"
2023-05-14 02:55:53.976 | mainraceId | INFO  | 15544 | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected(RepositoryConfigurationDelegate.java:262) : Multiple Spring Data modules found, entering strict repository configuration mode!
2023-05-14 02:55:53.976 | mainraceId | INFO  | 15544 | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:132) : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-05-14 02:55:53.991 | mainraceId | INFO  | 15544 | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:201) : Finished Spring Data repository scanning in 8 ms. Found 0 JPA repository interfaces.
2023-05-14 02:55:54.210 | mainraceId | INFO  | 15544 | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected(RepositoryConfigurationDelegate.java:262) : Multiple Spring Data modules found, entering strict repository configuration mode!
2023-05-14 02:55:54.210 | mainraceId | INFO  | 15544 | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:132) : Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
2023-05-14 02:55:54.214 | mainraceId | INFO  | 15544 | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:201) : Finished Spring Data repository scanning in 2 ms. Found 0 JDBC repository interfaces.
2023-05-14 02:55:54.221 | mainraceId | INFO  | 15544 | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate.multipleStoresDetected(RepositoryConfigurationDelegate.java:262) : Multiple Spring Data modules found, entering strict repository configuration mode!
2023-05-14 02:55:54.222 | mainraceId | INFO  | 15544 | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:132) : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-05-14 02:55:54.232 | mainraceId | INFO  | 15544 | main | org.springframework.data.repository.config.RepositoryConfigurationDelegate.registerRepositoriesIn(RepositoryConfigurationDelegate.java:201) : Finished Spring Data repository scanning in 1 ms. Found 0 Redis repository interfaces.
2023-05-14 02:55:54.457 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.configuration.EnableEncryptablePropertiesBeanFactoryPostProcessor.postProcessBeanFactory(EnableEncryptablePropertiesBeanFactoryPostProcessor.java:39) : Post-processing PropertySource instances
2023-05-14 02:55:54.478 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.EncryptablePropertySourceConverter.makeEncryptable(EncryptablePropertySourceConverter.java:56) : Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2023-05-14 02:55:54.479 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.EncryptablePropertySourceConverter.makeEncryptable(EncryptablePropertySourceConverter.java:56) : Converting PropertySource servletConfigInitParams [org.springframework.core.env.PropertySource$StubPropertySource] to EncryptablePropertySourceWrapper
2023-05-14 02:55:54.479 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.EncryptablePropertySourceConverter.makeEncryptable(EncryptablePropertySourceConverter.java:56) : Converting PropertySource servletContextInitParams [org.springframework.core.env.PropertySource$StubPropertySource] to EncryptablePropertySourceWrapper
2023-05-14 02:55:54.480 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.EncryptablePropertySourceConverter.makeEncryptable(EncryptablePropertySourceConverter.java:56) : Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
2023-05-14 02:55:54.480 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.EncryptablePropertySourceConverter.makeEncryptable(EncryptablePropertySourceConverter.java:56) : Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper
2023-05-14 02:55:54.480 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.EncryptablePropertySourceConverter.makeEncryptable(EncryptablePropertySourceConverter.java:56) : Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
2023-05-14 02:55:54.480 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.EncryptablePropertySourceConverter.makeEncryptable(EncryptablePropertySourceConverter.java:56) : Converting PropertySource Config resource 'class path resource [application.yml]' via location 'optional:classpath:/' [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
2023-05-14 02:55:54.520 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.filter.DefaultLazyPropertyFilter.lambda$null$2(DefaultLazyPropertyFilter.java:31) : Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
2023-05-14 02:55:54.727 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.resolver.DefaultLazyPropertyResolver.lambda$null$2(DefaultLazyPropertyResolver.java:35) : Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
2023-05-14 02:55:54.729 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.detector.DefaultLazyPropertyDetector.lambda$null$2(DefaultLazyPropertyDetector.java:35) : Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
2023-05-14 02:55:54.920 | mainraceId | INFO  | 15544 | main | org.springframework.boot.web.embedded.tomcat.TomcatWebServer.initialize(TomcatWebServer.java:108) : Tomcat initialized with port(s): 8083 (http)
2023-05-14 02:55:54.927 | mainraceId | INFO  | 15544 | main | org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173) : Initializing ProtocolHandler ["http-nio-8083"]
2023-05-14 02:55:54.928 | mainraceId | INFO  | 15544 | main | org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173) : Starting service [Tomcat]
2023-05-14 02:55:54.928 | mainraceId | INFO  | 15544 | main | org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173) : Starting Servlet engine: [Apache Tomcat/9.0.63]
2023-05-14 02:55:55.028 | mainraceId | INFO  | 15544 | main | org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173) : Initializing Spring embedded WebApplicationContext
2023-05-14 02:55:55.028 | mainraceId | INFO  | 15544 | main | org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.prepareWebApplicationContext(ServletWebServerApplicationContext.java:290) : Root WebApplicationContext: initialization completed in 1563 ms
2023-05-14 02:55:55.039 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.encryptor.DefaultLazyEncryptor.lambda$null$2(DefaultLazyEncryptor.java:37) : String Encryptor custom Bean not found with name 'jasyptStringEncryptor'. Initializing Default String Encryptor
2023-05-14 02:55:55.048 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.configuration.StringEncryptorBuilder.get(StringEncryptorBuilder.java:81) : Encryptor config not found for property jasypt.encryptor.key-obtention-iterations, using default value: 1000
2023-05-14 02:55:55.048 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.configuration.StringEncryptorBuilder.get(StringEncryptorBuilder.java:81) : Encryptor config not found for property jasypt.encryptor.pool-size, using default value: 1
2023-05-14 02:55:55.048 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.configuration.StringEncryptorBuilder.get(StringEncryptorBuilder.java:81) : Encryptor config not found for property jasypt.encryptor.provider-name, using default value: null
2023-05-14 02:55:55.048 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.configuration.StringEncryptorBuilder.get(StringEncryptorBuilder.java:81) : Encryptor config not found for property jasypt.encryptor.provider-class-name, using default value: null
2023-05-14 02:55:55.049 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.configuration.StringEncryptorBuilder.get(StringEncryptorBuilder.java:81) : Encryptor config not found for property jasypt.encryptor.salt-generator-classname, using default value: org.jasypt.salt.RandomSaltGenerator
2023-05-14 02:55:55.050 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.configuration.StringEncryptorBuilder.get(StringEncryptorBuilder.java:81) : Encryptor config not found for property jasypt.encryptor.iv-generator-classname, using default value: org.jasypt.iv.RandomIvGenerator
2023-05-14 02:55:55.051 | mainraceId | INFO  | 15544 | main | com.ulisesbocchio.jasyptspringboot.configuration.StringEncryptorBuilder.get(StringEncryptorBuilder.java:81) : Encryptor config not found for property jasypt.encryptor.string-output-type, using default value: base64
2023-05-14 02:55:55.394 | mainraceId | INFO  | 15544 | main | com.zaxxer.hikari.HikariDataSource.getConnection(HikariDataSource.java:110) : HikariPool-1 - Starting...
2023-05-14 02:55:55.866 | mainraceId | INFO  | 15544 | main | com.zaxxer.hikari.HikariDataSource.getConnection(HikariDataSource.java:123) : HikariPool-1 - Start completed.
2023-05-14 02:55:55.903 | mainraceId | INFO  | 15544 | main | org.hibernate.jpa.internal.util.LogHelper.logPersistenceUnitInformation(LogHelper.java:31) : HHH000204: Processing PersistenceUnitInfo [name: default]
2023-05-14 02:55:55.962 | mainraceId | INFO  | 15544 | main | org.hibernate.Version.logVersion(Version.java:44) : HHH000412: Hibernate ORM core version 5.4.33
2023-05-14 02:55:56.125 | mainraceId | INFO  | 15544 | main | org.hibernate.annotations.common.reflection.java.JavaReflectionManager.<clinit>(JavaReflectionManager.java:56) : HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2023-05-14 02:55:56.285 | mainraceId | INFO  | 15544 | main | org.hibernate.dialect.Dialect.<init>(Dialect.java:175) : HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2023-05-14 02:55:56.359 | mainraceId | INFO  | 15544 | main | org.hibernate.envers.boot.internal.EnversServiceImpl.configure(EnversServiceImpl.java:97) : Envers integration enabled? : true
2023-05-14 02:55:56.528 | mainraceId | INFO  | 15544 | main | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator.initiateService(JtaPlatformInitiator.java:52) : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-05-14 02:55:56.542 | mainraceId | INFO  | 15544 | main | org.springframework.orm.jpa.AbstractEntityManagerFactoryBean.buildNativeEntityManagerFactory(AbstractEntityManagerFactoryBean.java:437) : Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-05-14 02:55:56.548 | mainraceId | INFO  | 15544 | main | com.recommend.bootstrap.Application.init(Application.java:41) : 
================ activeProfiles list is []================
2023-05-14 02:55:56.582 | mainraceId | WARN  | 15544 | main | org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration.openEntityManagerInViewInterceptor(JpaBaseConfiguration.java:219) : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-05-14 02:55:56.610 | mainraceId | INFO  | 15544 | main | com.recommend.consumer.config.thread.ThreadPoolConfig.poolExecutor(ThreadPoolConfig.java:64) : corePoolSize[10], maxPoolSize[200], queueCapacity[400], keepAliveSeconds[60], threadName[t-pool]
2023-05-14 02:55:56.610 | mainraceId | INFO  | 15544 | main | com.recommend.consumer.config.thread.ThreadPoolConfig.poolExecutor(ThreadPoolConfig.java:71) : ----------------------------线程池加载完毕----------------------------------
2023-05-14 02:55:56.671 | mainraceId | WARN  | 15544 | main | org.apache.curator.CuratorZookeeperClient.<init>(CuratorZookeeperClient.java:119) : session timeout [3000] is less than connection timeout [60000]
2023-05-14 02:55:56.686 | mainraceId | INFO  | 15544 | main | org.apache.curator.framework.imps.CuratorFrameworkImpl.start(CuratorFrameworkImpl.java:338) : Starting
2023-05-14 02:55:56.693 | mainraceId | INFO  | 15544 | main | org.apache.zookeeper.Environment.logEnv(Environment.java:98) : Client environment:zookeeper.version=3.8.1-74db005175a4ec545697012f9069cb9dcc8cdda7, built on 2023-01-25 16:31 UTC
2023-05-14 02:55:56.694 | mainraceId | INFO  | 15544 | main | org.apache.zookeeper.Environment.logEnv(Environment.java:98) : Client environment:host.name=LEIZ-PC
2023-05-14 02:55:56.694 | mainraceId | INFO  | 15544 | main | org.apache.zookeeper.Environment.logEnv(Environment.java:98) : Client environment:java.version=1.8.0_361
2023-05-14 02:55:56.694 | mainraceId | INFO  | 15544 | main | org.apache.zookeeper.Environment.logEnv(Environment.java:98) : Client environment:java.vendor=Oracle Corporation
2023-05-14 02:55:56.694 | mainraceId | INFO  | 15544 | main | org.apache.zookeeper.Environment.logEnv(Environment.java:98) : Client environment:java.home=C:\Program Files\Java\jdk1.8.0_361\jre
2023-05-14 02:55:56.694 | mainraceId | INFO  | 15544 | main | org.apache.zookeeper.Environment.logEnv(Environment.java:98) : Client environment:java.class.path=C:\Users\vipp\AppData\Local\Temp\classpath1355520991.jar;C:\Users\vipp\.IntelliJIdea2019.3\system\captureAgent\debugger-agent.jar
